Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Les Evouettes;1897;3;Port-Valais;6154;VS;2556775.560;1134721.916;fr
St-Gingolph;1898;0;Saint-Gingolph;6155;VS;2551186.368;1138112.803;fr
Troistorrents;1872;0;Troistorrents;6156;VS;2559911.474;1119946.314;fr
Morgins;1875;0;Troistorrents;6156;VS;2555170.299;1120809.599;fr
Val-d'Illiez;1873;0;Val-d'Illiez;6157;VS;2557892.209;1117146.353;fr
Champoussin;1873;2;Val-d'Illiez;6157;VS;2555664.853;1117702.314;fr
Les Crosets;1873;3;Val-d'Illiez;6157;VS;2553725.290;1115074.868;fr
Vionnaz;1895;0;Vionnaz;6158;VS;2558478.151;1128762.835;fr
Torgon;1899;0;Vionnaz;6158;VS;2556698.204;1129973.854;fr
Vouvry;1896;0;Vouvry;6159;VS;2557449.214;1131710.164;fr
Miex;1896;2;Vouvry;6159;VS;2555729.544;1132058.995;fr
Bister;3983;2;Bister;6172;VS;2648289.945;1134692.620;de
Bitsch;3982;0;Bitsch;6173;VS;2644550.230;1131787.395;de
Grengiols;3993;0;Grengiols;6177;VS;2650388.255;1135810.820;de
Goppisberg;3983;4;Riederalp;6181;VS;2647082.800;1135755.300;de
Greich;3983;5;Riederalp;6181;VS;2646232.216;1135185.450;de
Ried-Mörel;3986;0;Riederalp;6181;VS;2645774.939;1134085.511;de
Riederalp;3987;0;Riederalp;6181;VS;2645322.927;1136414.292;de
Ausserberg;3938;0;Ausserberg;6191;VS;2631770.909;1129297.976;de
Blatten (Lötschen);3919;0;Blatten;6192;VS;2629270.503;1141080.688;de
Bürchen;3935;0;Bürchen;6193;VS;2629117.308;1125723.199;de
Eischoll;3943;0;Eischoll;6194;VS;2626246.970;1127097.849;de
Ferden;3916;0;Ferden;6195;VS;2624671.493;1138113.988;de
Goppenstein;3917;2;Ferden;6195;VS;2624339.253;1135229.306;de
Kippel;3917;0;Kippel;6197;VS;2625743.186;1138679.889;de
Niedergesteln;3942;2;Niedergesteln;6198;VS;2626432.076;1129110.800;de
Raron;3942;0;Raron;6199;VS;2627846.118;1128948.062;de
St. German;3942;3;Raron;6199;VS;2629448.102;1129058.468;de
Unterbäch VS;3944;0;Unterbäch;6201;VS;2627872.401;1126004.016;de
Wiler (Lötschen);3918;0;Wiler (Lötschen);6202;VS;2626524.708;1139263.301;de
Mörel;3983;0;Mörel-Filet;6203;VS;2646642.261;1134023.297;de
Filet;3983;3;Mörel-Filet;6203;VS;2647244.430;1134595.457;de
Steg VS;3940;0;Steg-Hohtenn;6204;VS;2623749.800;1129331.808;de
Hohtenn;3949;0;Steg-Hohtenn;6204;VS;2624470.482;1129743.827;de
Betten;3991;0;Bettmeralp;6205;VS;2648533.920;1136353.935;de
Bettmeralp;3992;0;Bettmeralp;6205;VS;2647993.971;1137827.788;de
Martisberg;3994;2;Bettmeralp;6205;VS;2650873.757;1137363.216;de
Collonges;1903;0;Collonges;6211;VS;2568743.623;1113431.426;fr
Dorénaz;1905;0;Dorénaz;6212;VS;2569342.820;1110904.966;fr
Evionnaz;1902;0;Evionnaz;6213;VS;2567948.355;1114196.278;fr
Finhaut;1925;0;Finhaut;6214;VS;2564065.934;1103539.965;fr
Le Châtelard VS;1925;1;Finhaut;6214;VS;2562705.014;1100833.301;fr
Massongex;1869;0;Massongex;6215;VS;2565364.204;1121344.244;fr
St-Maurice;1890;0;Saint-Maurice;6217;VS;2566388.219;1118528.870;fr
Mex VS;1890;1;Saint-Maurice;6217;VS;2566097.853;1114930.439;fr
Salvan;1922;0;Salvan;6218;VS;2567710.073;1107767.809;fr
Les Granges (Salvan);1922;1;Salvan;6218;VS;2567787.578;1108587.273;fr
Les Marécottes;1923;0;Salvan;6218;VS;2566788.311;1106871.656;fr
Le Trétien;1923;2;Salvan;6218;VS;2565959.053;1105595.349;fr
Vernayaz;1904;0;Vernayaz;6219;VS;2569094.383;1109281.391;fr
Vérossaz;1891;11;Vérossaz;6220;VS;2565251.468;1117775.838;fr
Chalais;3966;0;Chalais;6232;VS;2605087.889;1123757.995;fr
Réchy;3966;1;Chalais;6232;VS;2604513.240;1123369.274;fr
Vercorin;3967;0;Chalais;6232;VS;2607286.301;1122899.665;fr
Chippis;3965;0;Chippis;6235;VS;2607830.735;1125466.115;fr
Grône;3979;0;Grône;6238;VS;2601209.944;1122251.480;fr
Icogne;1977;0;Icogne;6239;VS;2599992.549;1126590.379;fr
Lens;1978;0;Lens;6240;VS;2600520.940;1125280.615;fr
Flanthey;3978;0;Lens;6240;VS;2601178.104;1124268.563;fr
St-Léonard;1958;0;Saint-Léonard;6246;VS;2598544.140;1122718.481;fr
Sierre;3960;0;Sierre;6248;VS;2607529.386;1126915.639;fr
Muraz (Sierre);3960;5;Sierre;6248;VS;2607017.784;1127349.660;fr
Noës;3976;0;Sierre;6248;VS;2605233.476;1125416.218;fr
Granges VS;3977;0;Sierre;6248;VS;2601998.950;1123114.009;fr
Niouc;3960;4;Anniviers;6252;VS;2608748.174;1124393.743;fr
Vissoie;3961;21;Anniviers;6252;VS;2611302.466;1118213.077;fr
St-Luc;3961;22;Anniviers;6252;VS;2612278.432;1118759.173;fr
Chandolin;3961;23;Anniviers;6252;VS;2611662.001;1122349.202;fr
Ayer;3961;24;Anniviers;6252;VS;2612682.680;1114164.571;fr
Zinal;3961;25;Anniviers;6252;VS;2614524.673;1109389.517;fr
Grimentz;3961;26;Anniviers;6252;VS;2610609.675;1114178.025;fr
Mission;3961;27;Anniviers;6252;VS;2612044.578;1115688.031;fr
St-Jean VS;3961;41;Anniviers;6252;VS;2611290.511;1116117.927;fr
Corin-de-la-Crête;3960;2;Crans-Montana;6253;VS;2604946.943;1125902.640;fr
Loc;3960;3;Crans-Montana;6253;VS;2605586.721;1126898.821;fr
Crans-Montana;3963;0;Crans-Montana;6253;VS;2603315.460;1129036.614;fr
Montana;3963;3;Crans-Montana;6253;VS;2603955.217;1127333.960;fr
Aminona;3963;4;Crans-Montana;6253;VS;2606702.753;1131248.036;fr
Chermignon;3971;0;Crans-Montana;6253;VS;2602782.588;1126158.411;fr
Chermignon-d'en-Bas;3971;1;Crans-Montana;6253;VS;2603379.216;1125546.133;fr
Ollon VS;3971;2;Crans-Montana;6253;VS;2602990.520;1124699.624;fr
Mollens VS;3974;0;Crans-Montana;6253;VS;2606328.865;1129449.356;fr
Randogne;3975;0;Crans-Montana;6253;VS;2605557.908;1129068.814;fr
Champzabé;3976;2;Crans-Montana;6253;VS;2604595.936;1125312.236;fr
Veyras;3968;0;Noble-Contrée;6254;VS;2607580.431;1127897.901;fr
Miège;3972;0;Noble-Contrée;6254;VS;2608363.956;1128975.798;fr
Venthône;3973;0;Noble-Contrée;6254;VS;2607191.403;1128486.455;fr
Arbaz;1974;0;Arbaz;6261;VS;2595748.433;1124539.603;fr
Grimisuat;1971;0;Grimisuat;6263;VS;2595910.575;1123166.305;fr
Champlan (Grimisuat);1971;2;Grimisuat;6263;VS;2595017.429;1121722.624;fr
Savièse;1965;0;Savièse;6265;VS;2593146.286;1122152.748;fr
Sion;1950;0;Sion;6266;VS;2594086.899;1120223.465;fr
Uvrier;1958;2;Sion;6266;VS;2597980.040;1122147.025;fr
Pont-de-la-Morge (Sion);1962;0;Sion;6266;VS;2590623.764;1119193.353;fr
Bramois;1967;0;Sion;6266;VS;2597323.446;1119924.048;fr
Salins;1991;0;Sion;6266;VS;2593710.830;1117686.395;fr
Arvillard (Salins);1991;2;Sion;6266;VS;2592844.668;1117731.480;fr
Pravidondaz (Salins);1991;3;Sion;6266;VS;2593487.102;1117836.565;fr
Turin (Salins);1991;4;Sion;6266;VS;2593474.395;1118232.104;fr
Misériez (Salins);1991;5;Sion;6266;VS;2592809.690;1117303.344;fr
Les Agettes;1992;0;Sion;6266;VS;2595404.833;1117416.349;fr
La Vernaz (Les Agettes);1992;2;Sion;6266;VS;2594829.098;1117664.332;fr
Crête-à-l'Oeil (Les Agettes);1992;3;Sion;6266;VS;2594726.880;1117766.137;fr
Veysonnaz;1993;0;Veysonnaz;6267;VS;2592077.966;1116072.546;fr
Baltschieder;3937;0;Baltschieder;6281;VS;2632832.948;1128760.248;de
Baltschieder;3937;0;Baltschieder;6281;VS;2634045.750;1136158.375;de
Eisten;3922;2;Eisten;6282;VS;2635095.994;1116654.641;de
Kalpetran;3922;1;Embd;6283;VS;2630812.217;1118158.888;de
Embd;3926;0;Embd;6283;VS;2630068.705;1118245.158;de
Grächen;3925;0;Grächen;6285;VS;2630862.316;1116057.164;de
Lalden;3931;1;Lalden;6286;VS;2635898.484;1127618.984;de
Randa;3928;0;Randa;6287;VS;2626733.796;1105574.751;de
Saas-Almagell;3905;0;Saas-Almagell;6288;VS;2640245.244;1104823.142;de
Saas-Balen;3908;0;Saas-Balen;6289;VS;2637767.725;1111527.696;de
Saas-Fee;3906;0;Saas-Fee;6290;VS;2637586.003;1106303.359;de
Saas-Grund;3910;0;Saas-Grund;6291;VS;2638504.329;1108182.959;de
St. Niklaus VS;3924;0;St. Niklaus;6292;VS;2628143.565;1114095.746;de
Herbriggen;3927;0;St. Niklaus;6292;VS;2627334.908;1109386.905;de
Stalden VS;3922;0;Stalden (VS);6293;VS;2633368.822;1120426.228;de
Staldenried;3933;0;Staldenried;6294;VS;2634641.508;1119867.368;de
Täsch;3929;0;Täsch;6295;VS;2626278.164;1101785.071;de
Törbel;3923;0;Törbel;6296;VS;2631934.836;1120688.592;de
Visp;3930;0;Visp;6297;VS;2634103.022;1126649.428;de
Eyholz;3930;2;Visp;6297;VS;2636245.916;1127086.584;de
Visperterminen;3932;0;Visperterminen;6298;VS;2635635.468;1123068.262;de
Zeneggen;3934;0;Zeneggen;6299;VS;2633006.036;1124710.356;de
Zermatt;3920;0;Zermatt;6300;VS;2623861.179;1096487.575;de
Areuse;2015;0;Boudry;6404;NE;2555709.201;1200456.321;fr
Boudry;2017;0;Boudry;6404;NE;2554208.713;1200213.941;fr
Cortaillod;2016;0;Cortaillod;6408;NE;2554903.700;1199264.644;fr
Rochefort;2019;0;Rochefort;6413;NE;2552164.915;1203148.728;fr
Chambrelien;2019;2;Rochefort;6413;NE;2552338.349;1201999.339;fr
Montezillon;2037;2;Rochefort;6413;NE;2554242.824;1204127.424;fr
Champ-du-Moulin;2149;0;Rochefort;6413;NE;2549460.043;1201194.379;fr
Fretereules;2149;2;Rochefort;6413;NE;2548818.679;1201416.449;fr
Brot-Dessous;2149;3;Rochefort;6413;NE;2547371.133;1200746.219;fr
Auvernier;2012;0;Milvignes;6416;NE;2557284.845;1203121.525;fr
Colombier NE;2013;0;Milvignes;6416;NE;2556118.225;1201858.664;fr
Bôle;2014;0;Milvignes;6416;NE;2554448.330;1201852.093;fr
Bevaix;2022;0;La Grande Béroche;6417;NE;2552555.939;1197935.568;fr
Gorgier;2023;0;La Grande Béroche;6417;NE;2549856.991;1194883.996;fr
St-Aubin-Sauges;2024;0;La Grande Béroche;6417;NE;2549323.453;1194044.821;fr
Chez-le-Bart;2025;0;La Grande Béroche;6417;NE;2550258.313;1194665.940;fr
Montalchez;2027;2;La Grande Béroche;6417;NE;2547156.685;1194271.654;fr
Fresens;2027;3;La Grande Béroche;6417;NE;2547205.813;1193291.383;fr
Vaumarcus;2028;0;La Grande Béroche;6417;NE;2547897.184;1192176.641;fr
La Chaux-de-Fonds;2300;0;La Chaux-de-Fonds;6421;NE;2554034.676;1217192.149;fr
La Cibourg;2300;8;La Chaux-de-Fonds;6421;NE;2557289.247;1218546.223;fr
Le Crêt-du-Locle;2322;0;La Chaux-de-Fonds;6421;NE;2550321.507;1214235.868;fr
La Cibourg;2333;2;La Chaux-de-Fonds;6421;NE;2558367.135;1219506.680;fr
La Cibourg;2616;2;La Chaux-de-Fonds;6421;NE;2558613.521;1218735.213;fr
Les Planchettes;2325;0;Les Planchettes;6422;NE;2549319.080;1217466.061;fr
La Sagne NE;2314;0;La Sagne;6423;NE;2551438.204;1210013.905;fr
La Brévine;2406;0;La Brévine;6432;NE;2536772.030;1203531.358;fr
Les Taillères;2406;2;La Brévine;6432;NE;2534368.000;1202536.875;fr
La Châtagne;2406;3;La Brévine;6432;NE;2539382.229;1204332.370;fr
Le Brouillet;2406;4;La Brévine;6432;NE;2531193.188;1200327.354;fr
Brot-Plamboz;2318;0;Brot-Plamboz;6433;NE;2547301.000;1203362.000;fr
Le Cerneux-Péquignot;2414;0;Le Cerneux-Péquignot;6434;NE;2541179.526;1207612.485;fr
La Chaux-du-Milieu;2405;0;La Chaux-du-Milieu;6435;NE;2543986.276;1207208.953;fr
Le Locle;2400;0;Le Locle;6436;NE;2547644.721;1212133.999;fr
Le Prévoux;2400;2;Le Locle;6436;NE;2544017.036;1209915.798;fr
Les Brenets;2416;0;Le Locle;6436;NE;2544311.105;1213213.189;fr
Les Ponts-de-Martel;2316;0;Les Ponts-de-Martel;6437;NE;2546225.514;1205652.984;fr
Petit-Martel;2316;2;Les Ponts-de-Martel;6437;NE;2547775.156;1206839.906;fr
Cornaux NE;2087;0;Cornaux;6451;NE;2568258.311;1209741.061;fr
Cressier NE;2088;0;Cressier (NE);6452;NE;2569382.596;1211185.315;fr
Enges;2073;0;Enges;6453;NE;2567609.689;1211803.934;fr
Hauterive NE;2068;0;Hauterive (NE);6454;NE;2564494.551;1207055.754;fr
Le Landeron;2525;0;Le Landeron;6455;NE;2571612.076;1211470.124;fr
Lignières;2523;0;Lignières;6456;NE;2571656.139;1214486.351;fr
Neuchâtel;2000;0;Neuchâtel;6458;NE;2561032.530;1204681.601;fr
Peseux;2034;0;Neuchâtel;6458;NE;2558160.280;1204174.261;fr
Corcelles NE;2035;0;Neuchâtel;6458;NE;2557264.135;1203991.385;fr
Cormondrèche;2036;0;Neuchâtel;6458;NE;2556716.320;1203439.351;fr
Valangin;2042;0;Neuchâtel;6458;NE;2559583.055;1207372.710;fr
Chaumont;2067;0;Neuchâtel;6458;NE;2563349.693;1208708.181;fr
St-Blaise;2072;0;Saint-Blaise;6459;NE;2565650.280;1207030.039;fr
Marin-Epagnier;2074;0;La Tène;6461;NE;2566734.058;1206561.709;fr
Thielle;2075;1;La Tène;6461;NE;2568908.013;1207873.409;fr
Wavre;2075;2;La Tène;6461;NE;2568383.609;1208534.373;fr
Montmollin;2037;0;Val-de-Ruz;6487;NE;2554989.669;1204837.255;fr
Boudevilliers;2043;0;Val-de-Ruz;6487;NE;2558294.569;1208752.404;fr
Fontaines NE;2046;0;Val-de-Ruz;6487;NE;2559140.785;1210437.693;fr
Fontainemelon;2052;0;Val-de-Ruz;6487;NE;2558117.141;1211782.475;fr
La Vue-des-Alpes;2052;2;Val-de-Ruz;6487;NE;2556784.871;1213695.439;fr
Cernier;2053;0;Val-de-Ruz;6487;NE;2559427.354;1212409.136;fr
Chézard-St-Martin;2054;0;Val-de-Ruz;6487;NE;2561604.744;1212953.724;fr
Les Vieux-Prés;2054;2;Val-de-Ruz;6487;NE;2561864.430;1214633.223;fr
Dombresson;2056;0;Val-de-Ruz;6487;NE;2563689.630;1213641.004;fr
Villiers;2057;0;Val-de-Ruz;6487;NE;2564525.829;1213844.203;fr
Le Pâquier NE;2058;0;Val-de-Ruz;6487;NE;2565699.368;1216471.411;fr
Vilars NE;2063;0;Val-de-Ruz;6487;NE;2561126.355;1209106.625;fr
Engollon;2063;2;Val-de-Ruz;6487;NE;2560685.760;1209794.616;fr
Fenin;2063;3;Val-de-Ruz;6487;NE;2560793.234;1208243.069;fr
Saules;2063;4;Val-de-Ruz;6487;NE;2562028.616;1209826.469;fr
Savagnier;2065;0;Val-de-Ruz;6487;NE;2563127.016;1210819.534;fr
Les Geneveys-sur-Coffrane;2206;0;Val-de-Ruz;6487;NE;2554983.833;1207028.050;fr
Coffrane;2207;0;Val-de-Ruz;6487;NE;2556197.491;1206738.885;fr
Les Hauts-Geneveys;2208;0;Val-de-Ruz;6487;NE;2557066.954;1210971.289;fr
La Côte-aux-Fées;2117;0;La Côte-aux-Fées;6504;NE;2527638.529;1191087.961;fr
Les Verrières;2126;0;Les Verrières;6511;NE;2526886.169;1195333.599;fr
Noiraigue;2103;0;Val-de-Travers;6512;NE;2545525.085;1200802.113;fr
Travers;2105;0;Val-de-Travers;6512;NE;2541834.891;1199149.244;fr
Couvet;2108;0;Val-de-Travers;6512;NE;2538607.680;1197416.928;fr
Môtiers NE;2112;0;Val-de-Travers;6512;NE;2536992.405;1195977.518;fr
Boveresse;2113;0;Val-de-Travers;6512;NE;2536173.396;1196489.570;fr
Fleurier;2114;0;Val-de-Travers;6512;NE;2534717.105;1194827.636;fr
Buttes;2115;0;Val-de-Travers;6512;NE;2532433.930;1193541.373;fr
Mont-de-Buttes;2116;0;Val-de-Travers;6512;NE;2529149.117;1192211.126;fr
St-Sulpice NE;2123;0;Val-de-Travers;6512;NE;2533227.206;1195928.341;fr
Les Sagnettes;2124;0;Val-de-Travers;6512;NE;2536044.250;1199014.813;fr
Les Bayards;2127;0;Val-de-Travers;6512;NE;2530035.484;1196603.731;fr
Aire-la-Ville;1288;0;Aire-la-Ville;6601;GE;2492286.646;1116445.815;fr
Anières;1247;0;Anières;6602;GE;2506291.096;1125705.510;fr
Avully;1237;0;Avully;6603;GE;2488890.085;1114131.450;fr
Athenaz (Avusy);1285;0;Avusy;6604;GE;2489424.269;1112478.166;fr
La Croix-de-Rozon;1257;0;Bardonnex;6605;GE;2499381.668;1111250.254;fr
Bellevue;1293;0;Bellevue;6606;GE;2500885.210;1123295.551;fr
Bernex;1233;0;Bernex;6607;GE;2494281.095;1114506.256;fr
Carouge GE;1227;0;Carouge (GE);6608;GE;2499698.459;1115667.691;fr
Cartigny;1236;0;Cartigny;6609;GE;2490227.889;1114589.025;fr
Céligny;1298;0;Céligny;6610;GE;2502754.716;1133714.090;fr
Céligny;1298;0;Céligny;6610;GE;2504278.048;1133966.845;fr
Chancy;1284;0;Chancy;6611;GE;2486639.509;1111974.391;fr
Chêne-Bougeries;1224;0;Chêne-Bougeries;6612;GE;2503508.760;1117024.460;fr
Conches;1231;0;Chêne-Bougeries;6612;GE;2502558.300;1115554.340;fr
Chêne-Bourg;1225;0;Chêne-Bourg;6613;GE;2503756.676;1116573.708;fr
Choulex;1244;0;Choulex;6614;GE;2506492.509;1120355.450;fr
Collex;1239;0;Collex-Bossy;6615;GE;2498412.711;1125219.708;fr
Vésenaz;1222;0;Collonge-Bellerive;6616;GE;2504432.175;1121434.485;fr
Collonge-Bellerive;1245;0;Collonge-Bellerive;6616;GE;2504797.193;1123222.659;fr
Cologny;1223;0;Cologny;6617;GE;2502970.469;1119091.445;fr
Confignon;1232;0;Confignon;6618;GE;2495426.223;1114515.750;fr
Corsier GE;1246;0;Corsier (GE);6619;GE;2506522.390;1124175.473;fr
La Plaine;1283;0;Dardagny;6620;GE;2488894.618;1115164.833;fr
Dardagny;1283;1;Dardagny;6620;GE;2488583.844;1116954.349;fr
Genève;1201;0;Genève;6621;GE;2500293.468;1118468.788;fr
Genève;1202;0;Genève;6621;GE;2500484.318;1119710.284;fr
Genève;1203;0;Genève;6621;GE;2498512.086;1118311.183;fr
Genève;1204;0;Genève;6621;GE;2500148.831;1117598.842;fr
Genève;1205;0;Genève;6621;GE;2500032.098;1116801.992;fr
Genève;1206;0;Genève;6621;GE;2501189.486;1115885.045;fr
Genève;1207;0;Genève;6621;GE;2501441.561;1118116.196;fr
Genève;1208;0;Genève;6621;GE;2501757.960;1117235.980;fr
Genève;1209;0;Genève;6621;GE;2498641.531;1119785.243;fr
Les Acacias;1227;4;Genève;6621;GE;2499220.074;1116622.076;fr
Genthod;1294;0;Genthod;6622;GE;2501234.100;1124513.181;fr
Genève;1215;0;Le Grand-Saconnex;6623;GE;2497269.529;1121290.369;fr
Le Grand-Saconnex;1218;0;Le Grand-Saconnex;6623;GE;2498586.613;1120961.715;fr
Gy;1251;0;Gy;6624;GE;2508925.091;1123024.889;fr
Hermance;1248;0;Hermance;6625;GE;2507994.554;1128477.441;fr
Jussy;1254;0;Jussy;6626;GE;2509546.728;1121116.381;fr
Laconnex;1287;0;Laconnex;6627;GE;2491541.554;1112445.828;fr
Grand-Lancy;1212;0;Lancy;6628;GE;2498258.513;1115400.475;fr
Petit-Lancy;1213;0;Lancy;6628;GE;2497984.469;1116151.939;fr
Meinier;1252;0;Meinier;6629;GE;2507113.000;1122395.021;fr
Cointrin;1216;0;Meyrin;6630;GE;2497146.157;1120097.910;fr
Meyrin;1217;0;Meyrin;6630;GE;2494464.308;1120569.063;fr
Onex;1213;3;Onex;6631;GE;2496713.669;1115392.913;fr
Perly;1258;0;Perly-Certoux;6632;GE;2495639.260;1112513.079;fr
Plan-les-Ouates;1228;0;Plan-les-Ouates;6633;GE;2497837.815;1113817.324;fr
Chambésy;1292;0;Pregny-Chambésy;6634;GE;2500370.547;1121851.021;fr
Presinge;1243;0;Presinge;6635;GE;2508672.693;1119300.823;fr
Puplinge;1241;0;Puplinge;6636;GE;2506910.624;1118321.069;fr
Russin;1281;0;Russin;6637;GE;2490016.746;1116119.064;fr
Satigny;1242;0;Satigny;6638;GE;2491416.903;1119507.136;fr
Soral;1286;0;Soral;6639;GE;2492169.355;1111328.690;fr
Thônex;1226;0;Thônex;6640;GE;2504268.963;1115959.003;fr
Troinex;1256;0;Troinex;6641;GE;2500347.214;1113007.259;fr
Vandoeuvres;1253;0;Vandoeuvres;6642;GE;2504626.999;1119614.979;fr
Vernier;1214;0;Vernier;6643;GE;2495663.788;1119105.176;fr
Le Lignon;1219;0;Vernier;6643;GE;2496334.521;1117864.901;fr
Aïre;1219;10;Vernier;6643;GE;2496546.266;1117382.160;fr
Châtelaine;1219;12;Vernier;6643;GE;2497508.326;1118715.466;fr
Les Avanchets;1220;0;Vernier;6643;GE;2497403.395;1119691.949;fr
Versoix;1290;0;Versoix;6644;GE;2501861.713;1126407.939;fr
Vessy;1234;0;Veyrier;6645;GE;2500844.591;1114240.053;fr
Veyrier;1255;0;Veyrier;6645;GE;2503258.109;1113587.895;fr
Boécourt;2856;0;Boécourt;6702;JU;2583144.865;1244261.074;fr
Montavon;2857;0;Boécourt;6702;JU;2584694.411;1246973.894;fr
Bourrignon;2803;0;Bourrignon;6703;JU;2585258.706;1249691.047;fr
Châtillon JU;2843;0;Châtillon (JU);6704;JU;2592910.493;1241729.810;fr
Courchapoix;2825;0;Courchapoix;6706;JU;2600967.879;1244054.295;fr
Courrendlin;2830;0;Courrendlin;6708;JU;2595513.946;1243057.288;fr
Vellerat;2830;2;Courrendlin;6708;JU;2594809.123;1241051.219;fr
Rebeuvelier;2832;0;Courrendlin;6708;JU;2597788.774;1241544.951;fr
Courroux;2822;0;Courroux;6709;JU;2595202.276;1245709.989;fr
Courcelon;2823;0;Courroux;6709;JU;2596831.009;1245677.213;fr
Courtételle;2852;0;Courtételle;6710;JU;2590726.461;1243291.250;fr
Delémont;2800;0;Delémont;6711;JU;2592824.667;1245988.325;fr
Develier;2802;0;Develier;6712;JU;2588867.676;1244884.730;fr
Ederswiler;2813;0;Ederswiler;6713;JU;2592224.426;1252882.554;de
Mervelier;2827;0;Mervelier;6715;JU;2604919.683;1243712.536;fr
Mettembert;2806;0;Mettembert;6716;JU;2591004.583;1249681.544;fr
Movelier;2812;0;Movelier;6718;JU;2590771.476;1251035.937;fr
Pleigne;2807;0;Pleigne;6719;JU;2589092.639;1250767.767;fr
Lucelle;2807;1;Pleigne;6719;JU;2585369.500;1252168.631;fr
Rossemaison;2842;0;Rossemaison;6721;JU;2592754.961;1243886.858;fr
Saulcy;2873;0;Saulcy;6722;JU;2578489.168;1239080.493;fr
Soyhières;2805;0;Soyhières;6724;JU;2594778.648;1248974.018;fr
Courfaivre;2853;0;Haute-Sorne;6729;JU;2587730.289;1242423.441;fr
Bassecourt;2854;0;Haute-Sorne;6729;JU;2585331.729;1242840.520;fr
Glovelier;2855;0;Haute-Sorne;6729;JU;2581948.621;1242333.524;fr
Undervelier;2863;0;Haute-Sorne;6729;JU;2583806.285;1239210.521;fr
Soulce;2864;0;Haute-Sorne;6729;JU;2587298.297;1239388.311;fr
Vicques;2824;0;Val Terbi;6730;JU;2598073.686;1244035.293;fr
Corban;2826;0;Val Terbi;6730;JU;2602978.915;1244139.191;fr
Montsevelier;2828;0;Val Terbi;6730;JU;2605419.133;1245366.710;fr
Vermes;2829;0;Val Terbi;6730;JU;2602980.308;1242101.756;fr
Le Bémont JU;2360;0;Le Bémont (JU);6741;JU;2567873.640;1234789.313;fr
Les Bois;2336;0;Les Bois;6742;JU;2559557.883;1225209.711;fr
Les Breuleux;2345;0;Les Breuleux;6743;JU;2567040.013;1229169.618;fr
La Chaux-des-Breuleux;2345;3;La Chaux-des-Breuleux;6744;JU;2568858.659;1230279.161;fr
Les Enfers;2363;0;Les Enfers;6745;JU;2570166.381;1237533.963;fr
Les Genevez JU;2714;0;Les Genevez (JU);6748;JU;2576668.263;1234338.484;fr
Le Prédame;2714;2;Les Genevez (JU);6748;JU;2574901.374;1234119.714;fr
Lajoux JU;2718;0;Lajoux (JU);6750;JU;2577358.573;1236523.536;fr
Fornet-Dessus;2718;2;Lajoux (JU);6750;JU;2578842.389;1236505.381;fr
Montfaucon;2362;0;Montfaucon;6751;JU;2570679.484;1236935.393;fr
Montfavergier;2362;2;Montfaucon;6751;JU;2573621.545;1239914.846;fr
Les Emibois;2338;0;Muriaux;6753;JU;2565718.490;1231353.888;fr
Muriaux;2338;2;Muriaux;6753;JU;2565149.354;1232899.233;fr
Le Cerneux-Veusil;2345;2;Muriaux;6753;JU;2563925.987;1225984.429;fr
Le Noirmont;2340;0;Le Noirmont;6754;JU;2563563.066;1230727.621;fr
Saignelégier;2350;0;Saignelégier;6757;JU;2566471.953;1233964.495;fr
Les Pommerats;2353;0;Saignelégier;6757;JU;2565818.890;1235732.609;fr
Goumois;2354;0;Saignelégier;6757;JU;2563212.596;1234612.573;fr
St-Brais;2364;0;Saint-Brais;6758;JU;2575335.499;1239401.279;fr
St-Ursanne;2882;0;Saint-Brais;6758;JU;2575299.250;1241132.750;fr
Soubey;2887;0;Soubey;6759;JU;2570500.786;1239927.601;fr
Alle;2942;0;Alle;6771;JU;2576618.135;1252986.286;fr
Beurnevésin;2935;0;Beurnevésin;6773;JU;2577283.588;1260351.634;fr
Boncourt;2926;0;Boncourt;6774;JU;2567945.165;1260718.321;fr
Bonfol;2944;0;Bonfol;6775;JU;2578055.131;1258792.218;fr
Bure;2915;0;Bure;6778;JU;2567367.193;1254537.580;fr
Coeuve;2932;0;Coeuve;6781;JU;2574178.405;1256028.875;fr
Cornol;2952;0;Cornol;6782;JU;2579258.019;1250602.055;fr
Courchavon;2922;0;Courchavon;6783;JU;2571056.688;1254530.828;fr
Courgenay;2950;0;Courgenay;6784;JU;2576417.931;1250299.139;fr
Courtemautruy;2950;2;Courgenay;6784;JU;2577358.691;1249479.720;fr
Courtedoux;2905;0;Courtedoux;6785;JU;2570105.040;1250952.720;fr
Damphreux;2933;2;Damphreux;6787;JU;2574655.673;1258508.443;fr
Fahy;2916;0;Fahy;6789;JU;2563066.595;1252013.520;fr
Fontenais;2902;0;Fontenais;6790;JU;2573011.643;1250302.573;fr
Villars-sur-Fontenais;2903;0;Fontenais;6790;JU;2572979.513;1248621.128;fr
Bressaucourt;2904;0;Fontenais;6790;JU;2569667.988;1248617.615;fr
Grandfontaine;2908;0;Grandfontaine;6792;JU;2562333.469;1249110.253;fr
Lugnez;2933;3;Lugnez;6793;JU;2574295.471;1259225.696;fr
Porrentruy;2900;0;Porrentruy;6800;JU;2572696.588;1251739.688;fr
Vendlincourt;2943;0;Vendlincourt;6806;JU;2577957.501;1255627.565;fr
